NtExtendSection,0x0033,0x0033,0x0033,0x0033,0x003e,0x003e,0x003e,0x003e,0x003e,0x004a,0x004a,0x004a,0x004e,0x004e,0x0087
NtFilterToken,,,,,0x003f,0x003f,0x003f,0x003f,0x003f,0x004b,0x004b,0x004b,0x004f,0x004f,0x0088
NtFindAtom,0x0034,0x0034,0x0034,0x0034,0x0040,0x0040,0x0040,0x0040,0x0040,0x004c,0x004c,0x004c,0x0050,0x0050,0x0089
NtFlushBuffersFile,0x0035,0x0035,0x0035,0x0035,0x0041,0x0041,0x0041,0x0041,0x0041,0x004d,0x004d,0x004d,0x0051,0x0051,0x008a
NtFlushInstallUILanguage,,,,,,,,,,,,,,,0x0189
NtFlushInstructionCache,0x0036,0x0036,0x0036,0x0036,0x0042,0x0042,0x0042,0x0042,0x0042,0x004e,0x004e,0x004e,0x0052,0x0052,0x008b
NtFlushKey,0x0037,0x0037,0x0037,0x0037,0x0043,0x0043,0x0043,0x0043,0x0043,0x004f,0x004f,0x004f,0x0053,0x0053,0x008c
NtFlushProcessWriteBuffers,,,,,,,,,,,,,,,0x008d
NtFlushVirtualMemory,0x0038,0x0038,0x0038,0x0038,0x0044,0x0044,0x0044,0x0044,0x0044,0x0050,0x0050,0x0050,0x0054,0x0054,0x008e
NtFlushWriteBuffer,0x0039,0x0039,0x0039,0x0039,0x0045,0x0045,0x0045,0x0045,0x0045,0x0051,0x0051,0x0051,0x0055,0x0055,0x008f
NtFreeUserPhysicalPages,,,,,0x0046,0x0046,0x0046,0x0046,0x0046,0x0052,0x0052,0x0052,0x0056,0x0056,0x0090
NtFreeVirtualMemory,0x003a,0x003a,0x003a,0x003a,0x0047,0x0047,0x0047,0x0047,0x0047,0x0053,0x0053,0x0053,0x0057,0x0057,0x0091
NtFreezeRegistry,,,,,,,,,,,,,,,0x0092
NtFreezeTransactions,,,,,,,,,,,,,,,0x0093
NtFsControlFile,0x003b,0x003b,0x003b,0x003b,0x0048,0x0048,0x0048,0x0048,0x0048,0x0054,0x0054,0x0054,0x0058,0x0058,0x0094
NtGetContextThread,0x003c,0x003c,0x003c,0x003c,0x0049,0x0049,0x0049,0x0049,0x0049,0x0055,0x0055,0x0055,0x0059,0x0059,0x0095
NtGetCurrentProcessorNumber,,,,,,,,,,,,,0x0126,0x0126,0x016e
NtGetDevicePowerState,,,,,0x004a,0x004a,0x004a,0x004a,0x004a,0x0056,0x0056,0x0056,0x005a,0x005a,0x0096
NtGetMUILicenseInfo,,,,,,,,,,,,,,,0x0186
NtGetMUIRegistryInfo,,,,,,,,,,,,,,,0x018a
NtGetNextProcess,,,,,,,,,,,,,,,0x0170
NtGetNextThread,,,,,,,,,,,,,,,0x0171
NtGetNlsSectionPtr,,,,,,,,,,,,,,,0x0097
NtGetNotificationResourceManager,,,,,,,,,,,,,,,0x006b
NtGetPlugPlayEvent,0x003d,0x003d,0x003d,0x003d,0x004b,0x004b,0x004b,0x004b,0x004b,0x0057,0x0057,0x0057,0x005b,0x005b,0x0098
NtGetTickCount,0x003e,0x003e,0x003e,0x003e,0x004c,0x004c,0x004c,0x004c,0x004c,,,,,,
NtGetWriteWatch,,,,,0x004d,0x004d,0x004d,0x004d,0x004d,0x0058,0x0058,0x0058,0x005c,0x005c,0x0099
NtImpersonateAnonymousToken,,,,,0x004e,0x004e,0x004e,0x004e,0x004e,0x0059,0x0059,0x0059,0x005d,0x005d,0x009a
NtImpersonateClientOfPort,0x003f,0x003f,0x003f,0x003f,0x004f,0x004f,0x004f,0x004f,0x004f,0x005a,0x005a,0x005a,0x005e,0x005e,0x009b
NtImpersonateThread,0x0040,0x0040,0x0040,0x0040,0x0050,0x0050,0x0050,0x0050,0x0050,0x005b,0x005b,0x005b,0x005f,0x005f,0x009c
NtInitializeNlsFiles,,,,,,,,,,,,,,,0x009d
NtInitializeRegistry,0x0041,0x0041,0x0041,0x0041,0x0051,0x0051,0x0051,0x0051,0x0051,0x005c,0x005c,0x005c,0x0060,0x0060,0x009e
NtInitiatePowerAction,,,,,0x0052,0x0052,0x0052,0x0052,0x0052,0x005d,0x005d,0x005d,0x0061,0x0061,0x009f
NtIsProcessInJob,,,,,,,,,,0x005e,0x005e,0x005e,0x0062,0x0062,0x00a0
NtIsSystemResumeAutomatic,,,,,0x0053,0x0053,0x0053,0x0053,0x0053,0x005f,0x005f,0x005f,0x0063,0x0063,0x00a1
NtIsUILanguageComitted,,,,,,,,,,,,,,,0x0188
NtListTransactions,,,,,,,,,,,,,,,0x0185
NtListenChannel,0x00ce,0x00cd,0x00cd,0x00cd,0x00f2,0x00f2,0x00f2,0x00f2,0x00f2,,,,,,
NtListenPort,0x0042,0x0042,0x0042,0x0042,0x0054,0x0054,0x0054,0x0054,0x0054,0x0060,0x0060,0x0060,0x0064,0x0064,0x00a2
NtLoadDriver,0x0043,0x0043,0x0043,0x0043,0x0055,0x0055,0x0055,0x0055,0x0055,0x0061,0x0061,0x0061,0x0065,0x0065,0x00a3
NtLoadKey,0x0044,0x0044,0x0044,0x0044,0x0056,0x0056,0x0056,0x0056,0x0056,0x0062,0x0062,0x0062,0x0066,0x0066,0x00a4
NtLoadKey2,0x0045,0x0045,0x0045,0x0045,0x0057,0x0057,0x0057,0x0057,0x0057,0x0063,0x0063,0x0063,0x0067,0x0067,0x00a5
NtLoadKeyEx,,,,,,,,,,,,,0x0068,0x0068,0x00a6
NtLockFile,0x0046,0x0046,0x0046,0x0046,0x0058,0x0058,0x0058,0x0058,0x0058,0x0064,0x0064,0x0064,0x0069,0x0069,0x00a7
NtLockProductActivationKeys,,,,,,,,,,0x0065,0x0065,0x0065,0x006a,0x006a,0x00a8
NtLockRegistryKey,,,,,,,,,,0x0066,0x0066,0x0066,0x006b,0x006b,0x00a9
NtLockVirtualMemory,0x0047,0x0047,0x0047,0x0047,0x0059,0x0059,0x0059,0x0059,0x0059,0x0067,0x0067,0x0067,0x006c,0x006c,0x00aa
NtMakePermanentObject,,,,,,,,,,0x0068,0x0068,0x0068,0x006d,0x006d,0x00ab
NtMakeTemporaryObject,0x0048,0x0048,0x0048,0x0048,0x005a,0x005a,0x005a,0x005a,0x005a,0x0069,0x0069,0x0069,0x006e,0x006e,0x00ac
NtMapCMFModule,,,,,,,,,,,,,,,0x0184
NtMapUserPhysicalPages,,,,,0x005b,0x005b,0x005b,0x005b,0x005b,0x006a,0x006a,0x006a,0x006f,0x006f,0x00ad
NtMapUserPhysicalPagesScatter,,,,,0x005c,0x005c,0x005c,0x005c,0x005c,0x006b,0x006b,0x006b,0x0070,0x0070,0x00ae
NtMapViewOfSection,0x0049,0x0049,0x0049,0x0049,0x005d,0x005d,0x005d,0x005d,0x005d,0x006c,0x006c,0x006c,0x0071,0x0071,0x00af
NtMarshallTransaction,,,,,,,,,,,,,,,0x0177
NtModifyBootEntry,,,,,,,,,,0x006d,0x006d,0x006d,0x0072,0x0072,0x00b0
NtModifyDriverEntry,,,,,,,,,,,,,0x0073,0x0073,0x00b1
NtNotifyChangeDirectoryFile,0x004a,0x004a,0x004a,0x004a,0x005e,0x005e,0x005e,0x005e,0x005e,0x006e,0x006e,0x006e,0x0074,0x0074,0x00b2
NtNotifyChangeKey,0x004b,0x004b,0x004b,0x004b,0x005f,0x005f,0x005f,0x005f,0x005f,0x006f,0x006f,0x006f,0x0075,0x0075,0x00b3
NtNotifyChangeMultipleKeys,,,,,0x0060,0x0060,0x0060,0x0060,0x0060,0x0070,0x0070,0x0070,0x0076,0x0076,0x00b4
NtOpenChannel,0x00cf,0x00ce,0x00ce,0x00ce,0x00f3,0x00f3,0x00f3,0x00f3,0x00f3,,,,,,
NtOpenDirectoryObject,0x004c,0x004c,0x004c,0x004c,0x0061,0x0061,0x0061,0x0061,0x0061,0x0071,0x0071,0x0071,0x0077,0x0077,0x00b5
NtOpenEnlistment,,,,,,,,,,,,,,,0x006e
NtOpenEvent,0x004d,0x004d,0x004d,0x004d,0x0062,0x0062,0x0062,0x0062,0x0062,0x0072,0x0072,0x0072,0x0078,0x0078,0x00b6
NtOpenEventPair,0x004e,0x004e,0x004e,0x004e,0x0063,0x0063,0x0063,0x0063,0x0063,0x0073,0x0073,0x0073,0x0079,0x0079,0x00b7
NtOpenFile,0x004f,0x004f,0x004f,0x004f,0x0064,0x0064,0x0064,0x0064,0x0064,0x0074,0x0074,0x0074,0x007a,0x007a,0x00b8
NtOpenIoCompletion,0x0050,0x0050,0x0050,0x0050,0x0065,0x0065,0x0065,0x0065,0x0065,0x0075,0x0075,0x0075,0x007b,0x007b,0x00b9
NtOpenJobObject,,,,,0x0066,0x0066,0x0066,0x0066,0x0066,0x0076,0x0076,0x0076,0x007c,0x007c,0x00ba
NtOpenKey,0x0051,0x0051,0x0051,0x0051,0x0067,0x0067,0x0067,0x0067,0x0067,0x0077,0x0077,0x0077,0x007d,0x007d,0x00bb
NtOpenKeyedEvent,,,,,,,,,,0x0118,0x0118,0x0118,0x0122,0x0122,0x016a
NtOpenMutant,0x0052,0x0052,0x0052,0x0052,0x0068,0x0068,0x0068,0x0068,0x0068,0x0078,0x0078,0x0078,0x007e,0x007e,0x00bc
NtOpenObjectAuditAlarm,0x0053,0x0053,0x0053,0x0053,0x0069,0x0069,0x0069,0x0069,0x0069,0x0079,0x0079,0x0079,0x007f,0x007f,0x00be
NtOpenPrivateNamespace,,,,,,,,,,,,,,,0x00bd
NtOpenProcess,0x0054,0x0054,0x0054,0x0054,0x006a,0x006a,0x006a,0x006a,0x006a,0x007a,0x007a,0x007a,0x0080,0x0080,0x00bf
NtOpenProcessToken,0x0055,0x0055,0x0055,0x0055,0x006b,0x006b,0x006b,0x006b,0x006b,0x007b,0x007b,0x007b,0x0081,0x0081,0x00c0
NtOpenProcessTokenEx,,,,,,,,,,0x007c,0x007c,0x007c,0x0082,0x0082,0x00c1
NtOpenResourceManager,,,,,,,,,,,,,,,0x006a
NtOpenSection,0x0056,0x0056,0x0056,0x0056,0x006c,0x006c,0x006c,0x006c,0x006c,0x007d,0x007d,0x007d,0x0083,0x0083,0x00c2
NtOpenSemaphore,0x0057,0x0057,0x0057,0x0057,0x006d,0x006d,0x006d,0x006d,0x006d,0x007e,0x007e,0x007e,0x0084,0x0084,0x00c3
NtOpenSession,,,,,,,,,,,,,,,0x00c4
NtOpenSymbolicLinkObject,0x0058,0x0058,0x0058,0x0058,0x006e,0x006e,0x006e,0x006e,0x006e,0x007f,0x007f,0x007f,0x0085,0x0085,0x00c5
NtOpenThread,0x0059,0x0059,0x0059,0x0059,0x006f,0x006f,0x006f,0x006f,0x006f,0x0080,0x0080,0x0080,0x0086,0x0086,0x00c6
NtOpenThreadToken,0x005a,0x005a,0x005a,0x005a,0x0070,0x0070,0x0070,0x0070,0x0070,0x0081,0x0081,0x0081,0x0087,0x0087,0x00c7
NtOpenThreadTokenEx,,,,,,,,,,0x0082,0x0082,0x0082,0x0088,0x0088,0x00c8
NtOpenTimer,0x005b,0x005b,0x005b,0x005b,0x0071,0x0071,0x0071,0x0071,0x0071,0x0083,0x0083,0x0083,0x0089,0x0089,0x00c9
NtOpenTransaction,,,,,,,,,,,,,,,0x0050
NtOpenTransactionManager,,,,,,,,,,,,,,,0x0063
NtOpenWinStation,,0x00d4,,,,,,,,,,,,,
NtPlugPlayControl,0x005c,0x005c,0x005c,0x005c,0x0072,0x0072,0x0072,0x0072,0x0072,0x0084,0x0084,0x0084,0x008a,0x008a,0x00ca
NtPowerInformation,,,,,0x0073,0x0073,0x0073,0x0073,0x0073,0x0085,0x0085,0x0085,0x008b,0x008b,0x00cb
NtPrePrepareComplete,,,,,,,,,,,,,,,0x005b
NtPrePrepareEnlistment,,,,,,,,,,,,,,,0x0053
NtPrepareComplete,,,,,,,,,,,,,,,0x005c
NtPrepareEnlistment,,,,,,,,,,,,,,,0x0054
NtPrivilegeCheck,0x005d,0x005d,0x005d,0x005d,0x0074,0x0074,0x0074,0x0074,0x0074,0x0086,0x0086,0x0086,0x008c,0x008c,0x00cc
NtPrivilegeObjectAuditAlarm,0x005f,0x005f,0x005f,0x005f,0x0076,0x0076,0x0076,0x0076,0x0076,0x0087,0x0087,0x0087,0x008d,0x008d,0x00cd
NtPrivilegedServiceAuditAlarm,0x005e,0x005e,0x005e,0x005e,0x0075,0x0075,0x0075,0x0075,0x0075,0x0088,0x0088,0x0088,0x008e,0x008e,0x00ce
NtPropagationComplete,,,,,,,,,,,,,,,0x0178
NtPropagationFailed,,,,,,,,,,,,,,,0x0179
NtProtectVirtualMemory,0x0060,0x0060,0x0060,0x0060,0x0077,0x0077,0x0077,0x0077,0x0077,0x0089,0x0089,0x0089,0x008f,0x008f,0x00cf
NtPullTransaction,,,,,,,,,,,,,,,0x0176
NtPulseEvent,0x0061,0x0061,0x0061,0x0061,0x0078,0x0078,0x0078,0x0078,0x0078,0x008a,0x008a,0x008a,0x0090,0x0090,0x00d0
NtQueryAttributesFile,0x0063,0x0063,0x0063,0x0063,0x007a,0x007a,0x007a,0x007a,0x007a,0x008b,0x008b,0x008b,0x0091,0x0091,0x00d1
NtQueryBootEntryOrder,,,,,,,,,,0x008c,0x008c,0x008c,0x0092,0x0092,0x00d2
NtQueryBootOptions,,,,,,,,,,0x008d,0x008d,0x008d,0x0093,0x0093,0x00d3
